UniqueCode,QualQuantInc,CADIMA Ref,Author,Study,StudyType,PubYear,Journal ,Study ID,Fire,fire.sa,Grazing,grazing.sa,Tourism,tourism.sa,Elevation_Stated,Elevation_Est,Elev_Est_Lower,elev.lower.sa,Elev_Est_Upper,elev.upper.sa,Slope,Slope_New,Landform,Aspect,Temperature,Rainfall ,Snow,Bare ground,bareground.sa,Study site,Studysite,site.map,coord.x.map,coord.y.map,studysite.sa,Studysite.aggregate,StudySite.LatLong,Loc.y,Loc.x,Studysite.aggregate.2,Loc.y.2,Loc.x.2,Study design,Independence?,Study details ,Sampling method ,Scale,N,r,Other? ,Reason for study,Initial ES?,Aggregate.InitialES,Aggregate.InitialES2,Treatment ,TreatmentAggregate1,TreatmentAggregate2,Treatment_Thematic,Treatment_Thematic1,TimeSinceFire,TimeSinceGrazing,Response ,Family,Form.Category,Alpine.Zone,Region,Groundwater Association,Ecosystem Types,Seeder.Resprouter,Old.Response ,Response.Level,Metric,Metric-Notes,Metric.Aggregate,Metric.Aggregate2,Metric.Aggregate.Old,QualDirection,Calc notes,NT.C.Level,NT.C.Year,NT.C.TimeSince,NT.C.Mean,NT.C.SE,NT.C.SD,NT.C.N,NT.C.SDInterpolated?,NT.C.SDInterpolated,NT.C.Imputation / Notes,NT.E.Level ,NT.E.Year,NT.E.TimeSince,NT.E.Mean,NT.E.SE,NT.E.SD,NT.E.N,NT.E.SDInterpolated,NT.E.Imputation / Notes,NT.Change,T.C.InitialYr.Level ,T.C.InitialYr.Year,T.C.InitialYr.TimeSince,T.C.InitialYr.Mean,T.C.InitialYr.SE,T.C.InitialYr.SD,T.C.InitialYr.N,T.C.InitialYr.SDInterpolated?,T.C.InitialYr.Imputation / Notes,T.C.FinalYr.Year,T.C.FinalYr.TimeSince,T.C.FinalYr.Mean,T.C.FinalYr.SE,T.C.FinalYr.SD,T.C.FinalYr.N,T.C.FinalYr.SDInterpolated?,T.C.FinalYr.Imputation / Notes,T.C.FinalYr.Level,C.Change.Mean,C.Change.SD,C.Change.Time,C.Change.Imputation / Notes,T.E.Initial.Level ,T.E.Initial.Year,T.E.InitialYr.TimeSince,T.E.Initial.Mean,T.E.Initial.SE,T.E.Initial.SD,T.E.Initial.SD.Interpolated,T.E.Initial.SD Calculation Notes,T.E.Initial.N,T.E.Initial.Imputation / Notes,T.E.Final.Year,T.E.FinalYr.TimeSince,T.E.Final.Mean,T.E.Final.SE,T.E.Final.SD,T.E.Final.SD.Interpolated,T.E.Final.SD Calculation Notes,T.E.Final.n,T.E.Final.Level,T.E.Final.Imputation / Notes,E.Change.Mean,E.Change.Time,E.Change.SD,E.Change.Imputation / Notes,Abs.Change,C.E.Sig,C.E.SigState,BACITime.sig,w.time.reason,w.time,mean.c.,sd.c.,n.c.,mean.e.,sd.e.,n.e.,bias.BACITime,bias.differentN,bias.timelag,timespan,sa.timespan,Require.Hedges.g,Exclude?,d.stat,d.stat2,d.IG.t2.MD,d.IGPP.Md.e. ,d.IG.t2.s.pooled,d.IG.t2,SE.d.IG.t2,d.IG (MD),"d.IG (SD, pooled)",d.IG.raw.score,SE.d.IG [ (n1 + n2) / (n1 * n2) ],SE.d.IG [ (SMD ^ 2) / (2 (n1 + n2)) ],"d.RM (SD, pooled)",d.RM (SD.d),d.RM (r ),d.RM (MD),d.RM.raw.score,SE.d.RM ( (2 (1-r)) / n),SE.d.RM ( SMD ^2 / 2n ),SE.d.RM,SD(diff) ^2,r,d(IG).from.d(RM),,initial.TE,initial.se.TE,Require Hedges g transformation? ,n,Hedges g corrected TE,TE,se.TE.raw,se.TE
233,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, experimental",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,NA,Hovea montana,Fabaceae,Tall,Subalpine,"Subalpine, Montane",Dry,,Both,Hoveamontana,Species,Percent relative vegetation cover (%),Percent relative vegetation cover (%),Cover-abundance,Cover,Cover,Promote,,Unburnt,2004,Unburnt,0.6,0.4,0.979795897,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,2.6,1.8,4.409081537,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Fire c. 2003,1,0.6,0.979795897,6,2.6,4.409081537,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,2,3.810511777,0.524863881,0.333333333,0.011478421,,,,,,,,,,,,,0.524863881,0.011478421,Yes,12,0.484489736,0.484489736,0.011478421,0.011478421
234,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, experimental",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,NA,Oxylobium ellipticum,Fabaceae,Tall,Non-alpine,Montane,Dry,"Heathland, Woodland / Forest",Resprouter,Oxylobiumellipticum,Species,Percent relative vegetation cover (%),Percent relative vegetation cover (%),Cover-abundance,Cover,Cover,Promote,,Unburnt,2004,Unburnt,0.6,0.5,1.224744871,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,3.2,1.1,2.694438717,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Fire c. 2003,1,0.6,1.224744871,6,3.2,2.694438717,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,2.6,3.336165464,0.779337844,0.333333333,0.025306978,,,,,,,,,,,,,0.779337844,0.025306978,Yes,12,0.719388779,0.719388779,0.025306978,0.025306978
235,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, experimental",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,NA,Pimelea alpina,Thymelaeaceae,Mat,Alpine Subalpine,"Alpine, Subalpine",Dry,"Woodland, heathland, grassland",Resprouter,Pimeleaalpina,Species,Percent relative vegetation cover (%),Percent relative vegetation cover (%),Cover-abundance,Cover,Cover,Reduce,,Unburnt,2004,Unburnt,0.8,0.6,1.469693846,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,0.2,0.1,0.244948974,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,Not Significant,,Fire c. 2003,1,0.8,1.469693846,6,0.2,0.244948974,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,-0.6,3.290896534,-0.182321138,0.333333333,0.001385042,,,,,,,,,,,,,-0.182321138,0.001385042,Yes,12,-0.168296435,-0.168296435,0.001385042,0.001385042
236,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, experimental",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,,Shrubs,,,,,,,,Shrub,Shrub,Shrub cover,Shrub cover,Cover-abundance,Cover,Cover,Promote,,Unburnt,2004,Unburnt,2.6,0.8,6.368673331,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,6.1,2.5,6.123724357,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Fire c. 2003,1,2.6,6.368673331,6,6.1,6.123724357,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,3.5,14.88455575,0.235143061,0.333333333,0.002303844,,,,,,,,,,,,,0.235143061,0.002303844,Yes,12,0.217055133,0.217055133,0.002303844,0.002303844
237,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, experimental",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,,Shrubs,,,,,,,,Shrub,Shrub,Richness (taxa per plot),Richness (taxa per plot),Richness,Richness,Richness,Promote,,Unburnt,2004,Unburnt,2.3,0.6,1.469693846,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,4.5,0.6,1.469693846,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Fire c. 2003,1,2.3,1.469693846,6,4.5,1.469693846,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,2.2,3.446737588,0.638284739,0.333333333,0.016975309,,,,,,,,,,,,,0.638284739,0.016975309,Yes,12,0.589185912,0.589185912,0.016975309,0.016975309
238,Quant+Qual,Manual1,Bear & Pickering 20006,Bear & Pickering 2006,Published Paper,2006,Australian Journal of Botany,1,2003,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1370-1850,1370,1200 - 1600,1850,> 1600,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Higher treatment > Control,Increase,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"6x sites, paired design. Each site had 2 x 20mx6m plots. 200 point quadrat samples (five 20m transect, 1.5m apart,  0.5cm interval sampling). ","Field, observational",Single site,12,2,Adjacent to road,Burnt vs unburnt recover,Grassland / herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Fire (1 - 5 ya),Fire ( < 20 ya),Fire ,Fire,Fire,1,NA,Olearia floribunda,Asteraceae,Tall,Subalpine,"Subalpine, Nonalpine",Dry,,Fire killed,Olearia floribunda,Species,Percent relative vegetation cover (%),Percent relative vegetation cover (%),Cover-abundance,Cover,Cover,Promote,,Unburnt,2004,Unburnt,0,0,0,6,Yes,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),Burnt,2004,1,0.3,0.3,0.734846923,6,SD = SEM * SQRT(N),SEM provided. SD = SEM * SQRT(N),0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Fire c. 2003,1,0,0,6,0.3,0.734846923,6,,No,2,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,0.3,0.519615242,0.577350269,0.333333333,0.013888889,,,,,,,,,,,,,0.577350269,0.013888889,Yes,12,0.53293871,0.53293871,0.013888889,0.013888889
239,Quant+Qual,Manual2,Pickering & Growcock 2009,Pickering & Growcock 2009,Published Paper,2009,Journal of Environmental Management,1,Unspecified,Unknown,Unspecified,Unspecified (likely ceased),None (treatment),None,1670-1710,1670-1710,1670,> 1600,1710,> 1600,Slope,Slope,Slope,Unspecified,Unspecified,Unspecified,Unspecified,No change,No change,Guthega,Guthega,Guthega,-36.37732912,148.3877361,Mainland,"KNP, NSW","-36.38080178273203, 148.35892764723545",-36.38080178,148.3589276,"KNP, NSW",-36.38080178,148.3589276,CI,1 Impact control,"15m2 block, six lanes 3m long. 50m long. Up to 700 passes. ","Field, experimental",Single site,,,,,Tall alpine herbfield,Grassland (dry) / Herbfield,Grassland / Herbfield,Hiking trail (on trail),Tourism (trail),Tourism (hiking trail),Tourism,Tourism,,,Shrubs,,,,,,,,Shrub,Shrub,Cover,,Cover-abundance,Cover,Cover,Reduce,,Before trampling,2009,No tourism,9.8,,9.8,6,No,Stated,Stated,"After trampling, 1 year later",2009,1,0.6,,0.6,6,Stated,Stated,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not stated,Not stated,,Sampling same year treatment and control. Time = 1 year. ,1,9.8,9.8,6,0.6,0.6,6,,No,0,0,No time frame ,Yes,No,d(IG),d(IG),,,,,,-9.2,21.91757286,-0.419754507,0.333333333,0.00734141,,,,,,,,,,,,,-0.419754507,0.00734141,Yes,12,-0.387465699,-0.387465699,0.00734141,0.00734141
240,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Coprosma nitida,Rubiaceae,Tall,Non-alpine,Montane,Dry,"Forest, Heathland",Fire killed,Coprosma nitida,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Promote,,Unburnt,1981,Unburnt,0.016666667,,0.040824829,98,No,Stated,Stated,Burnt,1981,10,0.083333333,,0.075277265,98,Stated,Stated,0.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,Not Significant,,Partial burnt 1971. ,10,0.016666667,0.040824829,98,0.083333333,0.075277265,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,0.066666667,0.405585996,0.164371224,0.020408163,6.89232E-05,,,,,,,,,,,,,0.164371224,6.89232E-05,No,NA,,0.164371224,6.89232E-05,6.89232E-05
241,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Gaultheria hispida,Ericaceae,Mat,Alpine,Alpine,Dry,,Fire killed,Gaultheria hispida,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Promote,,Unburnt,1981,Unburnt,0.016666667,,0.040824829,98,No,Stated,Stated,Burnt,1981,10,0.2,,0.4,98,Stated,Stated,0.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,Not Significant,,Partial burnt 1971. ,10,0.016666667,0.040824829,98,0.2,0.4,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,0.183333333,0.49159604,0.372934927,0.020408163,0.000354797,,,,,,,,,,,,,0.372934927,0.000354797,No,NA,,0.372934927,0.000354797,0.000354797
242,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Monotoca empetrifolia,Ericaceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Dry,,Fire killed,Monotoca empetrifolia,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Promote,,Unburnt,1981,Unburnt,0.066666667,,0.163299316,98,No,Stated,Stated,Burnt,1981,10,0.166666667,,0.40824829,98,Stated,Stated,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,Not Significant,,Partial burnt 1971. ,10,0.066666667,0.163299316,98,0.166666667,0.40824829,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,0.1,1.634013464,0.061199006,0.020408163,9.55438E-06,,,,,,,,,,,,,0.061199006,9.55438E-06,No,NA,,0.061199006,9.55438E-06,9.55438E-06
243,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Ozothamnus ledifolius,Asteraceae,Tall,Alpine Subalpine,"Alpine, Subalpine",Dry,heathland,Resprouter,Helichrysum ledifolium,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Promote,,Unburnt,1981,Unburnt,0.116666667,,0.285773803,98,No,Stated,Stated,Burnt,1981,10,1.066666667,,2.612789059,98,Stated,Stated,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,Not Significant,,Partial burnt 1971. ,10,0.116666667,0.285773803,98,1.066666667,2.612789059,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,0.95,3.366749174,0.282171303,0.020408163,0.000203114,,,,,,,,,,,,,0.282171303,0.000203114,No,NA,,0.282171303,0.000203114,0.000203114
244,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Sprengelia incarnata,Ericaceae,Tall,Subalpine,"Subalpine, Montane, Nonalpine",Dry,,Seeder / Soil seed bank,Sprengelia incarnata,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Promote,,Unburnt,1981,Unburnt,0.133333333,,0.280475786,98,No,Stated,Stated,Burnt,1981,10,0.166666667,,0.40824829,98,Stated,Stated,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,Not Significant,,Partial burnt 1971. ,10,0.133333333,0.280475786,98,0.166666667,0.40824829,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,0.033333333,2.777408864,0.012001594,0.020408163,3.67445E-07,,,,,,,,,,,,,0.012001594,3.67445E-07,No,NA,,0.012001594,3.67445E-07,3.67445E-07
245,Quant+Qual,Manual3,Kirkpatrick & Dickinson 1987,Kirkpatrick & Dickinson 1987,Published Paper,1987,Australian Journal of Botany,1,Partial 1971,Burnt < 20 ya,Unspecified,Unspecified (likely ceased),Unspecified,Unspecified,Unspecified,1200-1600,1200,800 - 1200,1600,1200 - 1600,Summit,Summit,Peak,Summit,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,"Mt Read and Mt Field, Tasmania","Mt Read and Mt Field, Tasmania",Central East Plateau,-41.83718506,146.5358377,Tasmania,"Multiple, Tasmania","-42.101915231326544, 146.67128556749628",-42.10191523,146.6712856,Tasmania,-42.10191523,146.6712856,CI,1 Impact control,"paired 5m2 quadrats on each summit, 3-10 replicates, 6 sited","Field, observational",Multiple sites,98,6,,,Heathland (dry) / Grassland,Heathland (dry) / Grassland,,"Fire (3 - 15 years ago, median: 9 years)",Fire ( < 20 ya),Fire ,Fire,Fire,9,NA,Olearia algida,Asteraceae,Tall,Subalpine,Subalpine,Dry,Subalpine,Seeder / Soil seed bank,Olearia algida,Species,Mean percentage cover,Mean percentage cover Table 1,Cover-abundance,Cover,Cover,Reduce,,Unburnt,1981,Unburnt,0.216666667,,0.530722778,98,No,Stated,Stated,Burnt,1981,10,0.1,,0.244948974,98,Stated,Stated,-0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,Not Significant,,Partial burnt 1971. ,10,0.216666667,0.530722778,98,0.1,0.244948974,98,,No,6,0,No time frame ,No,No,d(IG),d(IG),,,,,,-0.116666667,5.229882089,-0.022307705,0.020408163,1.26947E-06,,,,,,,,,,,,,-0.022307705,1.26947E-06,No,NA,,-0.022307705,1.26947E-06,1.26947E-06
